122.224.55.147,：浙江省绍兴市,电信
218.76.128.111,：湖南省娄底市,电信
180.102.235.172,：江苏省南京市,电信
122.224.55.146,：浙江省绍兴市,电信
223.72.215.168,：北京市西城区,移动
117.146.116.5,：新疆维吾尔自治区乌鲁木齐市,移动
218.76.136.133,：湖南省娄底市,电信
218.76.136.136,：湖南省娄底市,电信
122.224.55.145,：浙江省绍兴市,电信
202.109.166.169,：江西省吉安市,电信
202.109.166.171,：江西省吉安市,电信
202.109.166.170,：江西省吉安市,电信
112.49.30.89,：福建省福州市,移动
202.109.166.168,：江西省吉安市,电信
112.49.30.86,：福建省福州市,移动
36.102.236.207,：内蒙古自治区呼和浩特市,电信
59.63.206.199,：江西省南昌市,电信
117.146.116.12,：新疆维吾尔自治区乌鲁木齐市,移动
42.63.155.255,：宁夏回族自治区银川市,联通
36.102.236.16,：内蒙古自治区呼和浩特市,电信
36.102.236.17,：内蒙古自治区呼和浩特市,电信
119.39.140.174,：湖南省株洲市,联通
119.39.140.171,：湖南省株洲市,联通
112.49.30.88,：福建省福州市,移动
59.63.206.200,：江西省南昌市,电信
59.63.206.198,：江西省南昌市,电信
42.63.155.254,：宁夏回族自治区银川市,联通
124.239.251.50,：河北省廊坊市,电信
218.77.95.47,：湖南省益阳市,电信
39.155.185.103,：北京市北京市,移动
218.77.95.46,：湖南省益阳市,电信
59.63.206.208,：江西省南昌市,电信
1.180.237.104,：内蒙古自治区呼和浩特市,电信
59.63.28.171,：江西省景德镇市,电信
1.180.237.237,：内蒙古自治区呼和浩特市,电信
223.93.163.115,：浙江省杭州市,移动
124.239.251.6,：河北省廊坊市,电信
218.77.95.52,：湖南省益阳市,电信
122.224.55.144,：浙江省绍兴市,电信
124.239.251.64,：河北省廊坊市,电信
59.63.28.169,：江西省景德镇市,电信
218.77.95.53,：湖南省益阳市,电信
221.207.198.72,：黑龙江省哈尔滨市,联通
1.189.234.142,：黑龙江省哈尔滨市,联通
117.28.159.227,：福建省厦门市,电信
218.77.95.54,：湖南省益阳市,电信
59.63.28.170,：江西省景德镇市,电信
61.53.159.57,：河南省鹤壁市,联通
219.147.95.126,：黑龙江省哈尔滨市,电信
171.110.144.109,：广西壮族自治区百色市,电信
113.14.233.172,：广西壮族自治区南宁市,电信
58.222.50.112,：江苏省泰州市,电信
223.93.163.117,：浙江省杭州市,移动
114.236.91.225,：江苏省盐城市,电信
36.102.213.141,：内蒙古自治区乌兰察布市,电信
115.231.148.51,：浙江省台州市,电信
124.239.251.15,：河北省廊坊市,电信
120.195.151.47,：江苏省连云港市,移动
59.45.152.102,：辽宁省抚顺市,BGP多线
113.58.43.0,：海南省儋州市,联通
111.26.33.225,：吉林省,移动
223.93.163.114,：浙江省杭州市,移动
117.136.29.112,：青海省西宁市,移动
113.0.5.112,：黑龙江省哈尔滨市,联通
114.236.91.224,：江苏省盐城市,电信
59.63.206.128,：江西省南昌市,电信
61.187.101.179,：湖南省株洲市,电信
59.63.206.129,：江西省南昌市,电信
27.216.243.52,：山东省烟台市,联通
1.180.237.251,：内蒙古自治区呼和浩特市,电信
59.63.206.213,：江西省南昌市,电信
218.77.95.55,：湖南省益阳市,电信
117.136.86.145,：陕西省西安市,移动
115.231.148.50,：浙江省台州市,电信
219.146.179.42,：山东省东营市,电信
42.226.52.109,：河南省新乡市,联通
117.136.4.183,：山西省太原市,移动
113.106.97.185,：广东省珠海市,电信
61.187.101.182,：湖南省株洲市,电信
123.244.132.241,：辽宁省盘锦市,电信
223.104.63.125,：广东省深圳市,移动
117.21.190.231,：江西省吉安市,电信
114.236.91.227,：江苏省盐城市,电信
218.77.181.36,：海南省海口市,电信
223.155.184.132,：湖南省邵阳市,电信
113.106.97.190,：广东省珠海市,电信
117.21.190.230,：江西省吉安市,电信
114.236.91.226,：江苏省盐城市,电信
113.124.69.148,：山东省烟台市,电信
202.109.166.219,：江西省吉安市,电信
58.222.44.68,：江苏省泰州市,电信
223.104.63.61,：广东省深圳市,移动
124.115.135.172,：陕西省宝鸡市,电信
58.222.44.73,：江苏省泰州市,电信
58.222.44.67,：江苏省泰州市,电信
113.5.66.24,：黑龙江省七台河市,联通
58.222.44.69,：江苏省泰州市,电信
113.106.97.188,：广东省珠海市,电信
58.222.44.72,：江苏省泰州市,电信
223.104.23.226,：海南省海口市,移动
219.157.255.71,：河南省郑州市,联通
36.102.223.91,：内蒙古自治区乌兰察布市,电信
59.63.28.168,：江西省景德镇市,电信
223.93.163.116,：浙江省杭州市,移动
58.222.44.71,：江苏省泰州市,电信
58.222.44.70,：江苏省泰州市,电信
58.222.44.74,：江苏省泰州市,电信
36.102.213.143,：内蒙古自治区乌兰察布市,电信
27.207.143.65,：山东省德州市,联通
124.239.251.38,：河北省廊坊市,电信
124.115.135.171,：陕西省宝鸡市,电信
117.136.53.167,：湖北省武汉市,移动
112.49.30.66,：福建省福州市,移动
122.226.185.69,：浙江省台州市,电信
113.5.66.25,：黑龙江省七台河市,联通
112.238.149.149,：山东省烟台市,联通
223.104.91.109,：广西壮族自治区南宁市,移动
113.5.66.23,：黑龙江省七台河市,联通
113.5.66.20,：黑龙江省七台河市,联通
223.102.251.101,：辽宁省辽阳市,移动
124.239.251.4,：河北省廊坊市,电信
124.115.135.173,：陕西省宝鸡市,电信
36.102.236.24,：内蒙古自治区呼和浩特市,电信
113.5.66.26,：黑龙江省七台河市,联通
111.26.31.38,：吉林省,移动
113.5.66.22,：黑龙江省七台河市,联通
113.5.66.19,：黑龙江省七台河市,联通
111.40.217.97,：黑龙江省哈尔滨市,移动
58.222.44.23,：江苏省泰州市,电信
115.231.148.49,：浙江省台州市,电信
124.115.135.169,：陕西省宝鸡市,电信
117.136.90.101,：山西省太原市,移动
42.238.55.75,：河南省平顶山市,联通
124.239.251.5,：河北省廊坊市,电信
112.49.30.64,：福建省福州市,移动
27.213.126.156,：山东省烟台市,联通
115.231.148.54,：浙江省台州市,电信
36.102.213.142,：内蒙古自治区乌兰察布市,电信
223.104.34.39,：安徽省合肥市,移动
113.106.97.187,：广东省珠海市,电信
112.49.30.65,：福建省福州市,移动
58.222.44.25,：江苏省泰州市,电信
36.102.228.18,：内蒙古自治区呼和浩特市,电信
223.93.163.113,：浙江省杭州市,移动
120.14.221.85,：河北省邢台市,联通
115.231.148.60,：浙江省台州市,电信
113.106.97.186,：广东省珠海市,电信
36.102.213.140,：内蒙古自治区乌兰察布市,电信
223.104.145.8,：江苏省无锡市,移动
183.202.70.102,：山西省晋城市,移动
113.5.66.21,：黑龙江省七台河市,联通
221.181.228.231,：江苏省扬州市,移动
219.157.254.132,：河南省郑州市,联通
211.139.92.11,：甘肃省兰州市,移动
121.14.14.89,：广东省广州市,电信
117.27.245.193,：福建省福州市,电信
112.96.188.214,：广东省广州市,联通
58.222.44.19,：江苏省泰州市,电信
42.226.57.24,：河南省新乡市,联通
112.49.30.67,：福建省福州市,移动
218.12.162.235,：河北省秦皇岛市,联通
14.215.240.80,：广东省东莞市,BGP多线
113.5.66.16,：黑龙江省七台河市,联通
113.5.66.12,：黑龙江省七台河市,联通
58.222.44.24,：江苏省泰州市,电信
175.149.73.75,：辽宁省铁岭市,联通
219.157.248.125,：河南省郑州市,联通
117.136.39.233,：广东省广州市,移动
115.231.148.52,：浙江省台州市,电信
223.104.64.42,：广东省,移动
1.180.237.250,：内蒙古自治区呼和浩特市,电信
117.136.7.119,：黑龙江省哈尔滨市,移动
117.136.29.142,：青海省西宁市,移动
113.5.66.15,：黑龙江省七台河市,联通
42.226.63.250,：河南省新乡市,联通
223.100.71.228,：辽宁省抚顺市,移动
113.5.66.13,：黑龙江省七台河市,联通
113.5.66.11,：黑龙江省七台河市,联通
27.27.8.235,：湖北省襄阳市,电信
223.104.248.9,：重庆市重庆市,移动
1.180.208.3,：北京市朝阳区,电信
117.136.86.124,：陕西省西安市,移动
113.5.66.14,：黑龙江省七台河市,联通
113.5.66.18,：黑龙江省七台河市,联通
58.222.44.20,：江苏省泰州市,电信
221.9.41.32,：吉林省长春市,联通
113.26.14.82,：山西省吕梁市,电信
183.228.30.214,：重庆市重庆市,移动
113.5.66.17,：黑龙江省七台河市,联通
58.222.44.26,：江苏省泰州市,电信
42.226.60.124,：河南省新乡市,联通
219.157.253.112,：河南省郑州市,联通
117.136.4.179,：山西省太原市,移动
124.239.251.36,：河北省廊坊市,电信
117.21.190.228,：江西省吉安市,电信
117.136.3.114,：内蒙古自治区呼和浩特市,移动
119.0.202.93,：贵州省六盘水市,电信
117.21.190.226,：江西省吉安市,电信
42.176.55.231,：辽宁省阜新市,联通
36.102.223.83,：内蒙古自治区乌兰察布市,电信
223.104.63.83,：广东省深圳市,移动
183.131.116.66,：浙江省台州市,电信
117.136.90.110,：山西省太原市,移动
223.104.177.105,：辽宁省,移动
117.136.29.143,：青海省西宁市,移动
112.239.197.81,：山东省聊城市,联通
223.104.63.108,：广东省深圳市,移动
122.226.185.70,：浙江省台州市,电信
111.26.36.17,：吉林省,移动
110.84.226.242,：福建省福州市,电信
175.22.132.164,：吉林省吉林市,联通
58.222.44.22,：江苏省泰州市,电信
211.138.250.162,：广西壮族自治区南宁市,移动
59.63.206.196,：江西省南昌市,电信
59.45.152.101,：辽宁省抚顺市,BGP多线
223.72.93.105,：北京市西城区,移动
120.195.151.58,：江苏省连云港市,移动
223.104.64.85,：广东省,移动
183.205.50.73,：河南省信阳市,移动
124.239.251.14,：河北省廊坊市,电信
123.244.132.240,：辽宁省盘锦市,电信
112.113.212.137,：云南省红河哈尼族彝族自治州,电信
183.198.242.73,：河北省承德市,移动
223.104.90.27,：广西壮族自治区崇左市,移动
223.104.64.38,：广东省,移动
220.167.210.138,：青海省西宁市,电信
202.109.166.223,：江西省吉安市,电信
182.127.68.127,：河南省鹤壁市,联通
117.21.190.227,：江西省吉安市,电信
124.115.135.168,：陕西省宝鸡市,电信
113.106.97.184,：广东省珠海市,电信
121.14.14.238,：广东省广州市,电信
115.231.148.55,：浙江省台州市,电信
58.222.44.21,：江苏省泰州市,电信
36.102.228.22,：内蒙古自治区呼和浩特市,电信
121.14.14.236,：广东省广州市,电信
117.136.50.41,：陕西省西安市,移动
223.104.95.43,：贵州省贵阳市,移动
117.136.40.53,：广东省广州市,移动
117.136.40.48,：广东省广州市,移动
115.231.148.53,：浙江省台州市,电信
36.102.210.83,：内蒙古自治区乌兰察布市,电信
27.38.37.36,：广东省深圳市,联通
223.104.64.79,：广东省,移动
117.136.12.84,：广东省广州市,移动
183.202.41.237,：山西省长治市,移动
183.131.116.87,：浙江省台州市,电信
117.136.5.252,：辽宁省沈阳市,移动
117.136.14.228,：广西壮族自治区南宁市,移动
111.26.33.53,：吉林省,移动
223.104.64.74,：广东省,移动
223.104.24.147,：贵州省贵阳市,移动
14.215.240.64,：广东省东莞市,BGP多线
121.14.14.253,：广东省广州市,电信
115.231.148.61,：浙江省台州市,电信
36.102.228.12,：内蒙古自治区呼和浩特市,电信
223.104.24.144,：贵州省贵阳市,移动
122.226.185.71,：浙江省台州市,电信
119.186.177.144,：山东省东营市,联通
117.158.220.2,：河南省郑州市,移动
114.236.91.228,：江苏省盐城市,电信
223.104.186.20,：山东省,移动
1.180.205.124,：内蒙古自治区呼和浩特市,电信
117.136.79.33,：广东省,移动
111.26.33.197,：吉林省,移动
223.104.15.214,：内蒙古自治区呼和浩特市,移动
124.239.251.33,：河北省廊坊市,电信
117.157.208.104,：甘肃省陇南市,移动
117.136.40.49,：广东省广州市,移动
113.106.97.189,：广东省珠海市,电信
112.224.21.50,：山东省济南市,联通
61.146.4.201,：广东省湛江市,电信
27.227.127.241,：甘肃省张掖市,电信
183.202.239.210,：山西省忻州市,移动
122.247.69.241,：浙江省宁波市,电信
117.136.0.50,：北京市北京市,移动
113.70.18.61,：广东省佛山市,电信
59.45.152.100,：辽宁省抚顺市,BGP多线
